id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_lua_id	pr_pool_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_model_id
218742_at	Analyte 112	112	dp53	LUA-146	epsilon	64428	NARFL	nuclear prelamin A recognition factor-like	1	1	Y	-666
200081_s_at	Analyte 112	112	dp52	LUA-3529	epsilon	6194	RPS6	ribosomal protein S6	1	1	Y	-666
201788_at	Analyte 113	113	dp53	LUA-68	epsilon	11325	DDX42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	1	1	Y	-666
200789_at	Analyte 113	113	dp52	LUA-3474	epsilon	1891	ECH1	"enoyl CoA hydratase 1, peroxisomal"	1	1	Y	-666
201833_at	Analyte 114	114	dp52	LUA-997	epsilon	3066	HDAC2	histone deacetylase 2	1	1	Y	-666
204549_at	Analyte 114	114	dp53	LUA-775	epsilon	9641	IKBKE	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	1	1	Y	-666
216598_s_at	Analyte 115	115	dp53	LUA-3724	epsilon	6347	CCL2	chemokine (C-C motif) ligand 2	1	1	Y	-666
203277_at	Analyte 115	115	dp52	LUA-3959	epsilon	1676	DFFA	"DNA fragmentation factor, 45kDa, alpha polypeptide"	1	1	Y	-666
203465_at	Analyte 116	116	dp52	LUA-681	epsilon	9801	MRPL19	mitochondrial ribosomal protein L19	1	1	Y	-666
40829_at	Analyte 116	116	dp53	LUA-2036	epsilon	23038	WDTC1	WD and tetratricopeptide repeats 1	1	1	Y	-666
56197_at	Analyte 117	117	dp53	LUA-4094	epsilon	57048	PLSCR3	phospholipid scramblase 3	1	1	Y	-666
212287_at	Analyte 117	117	dp52	LUA-3806	epsilon	23512	SUZ12	suppressor of zeste 12 homolog (Drosophila)	1	1	Y	-666
203575_at	Analyte 118	118	dp52	LUA-1213	epsilon	1459	CSNK2A2	"casein kinase 2, alpha prime polypeptide"	1	1	Y	-666
212206_s_at	Analyte 118	118	dp53	LUA-704	epsilon	94239	H2AFV	"H2A histone family, member V"	1	1	Y	-666
218039_at	Analyte 119	119	dp53	LUA-928	epsilon	51203	NUSAP1	nucleolar and spindle associated protein 1	1	1	Y	-666
213191_at	Analyte 119	119	dp52	LUA-3860	epsilon	148022	TICAM1	toll-like receptor adaptor molecule 1	1	1	Y	-666
213689_x_at	Analyte 120	120	dp53	LUA-1243	epsilon	388650	FAM69A	"family with sequence similarity 69, member A"	1	1	Y	-666
201729_s_at	Analyte 120	120	dp52	LUA-334	epsilon	9703	KIAA0100	KIAA0100	1	1	Y	-666
201014_s_at	Analyte 121	121	dp52	LUA-4179	epsilon	10606	PAICS	"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"	1	1	Y	-666
213324_at	Analyte 121	121	dp53	LUA-3797	epsilon	6714	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	1	1	Y	-666
211518_s_at	Analyte 122	122	dp53	LUA-3682	epsilon	652	BMP4	bone morphogenetic protein 4	1	1	Y	-666
204252_at	Analyte 122	122	dp52	LUA-391	epsilon	1017	CDK2	cyclin-dependent kinase 2	1	1	Y	-666
218995_s_at	Analyte 123	123	dp52	LUA-3980	epsilon	1906	EDN1	endothelin 1	1	1	Y	-666
212166_at	Analyte 123	123	dp53	LUA-650	epsilon	23039	XPO7	exportin 7	1	1	Y	-666
220643_s_at	Analyte 124	124	dp53	LUA-805	epsilon	55179	FAIM	Fas apoptotic inhibitory molecule	1	1	Y	-666
201778_s_at	Analyte 124	124	dp52	LUA-474	epsilon	9813	KIAA0494	KIAA0494	1	1	Y	-666
219076_s_at	Analyte 125	125	dp53	LUA-4395	epsilon	5827	PXMP2	"peroxisomal membrane protein 2, 22kDa"	1	1	Y	-666
201471_s_at	Analyte 125	125	dp52	LUA-3793	epsilon	8878	SQSTM1	sequestosome 1	1	1	Y	-666
200989_at	Analyte 126	126	dp52	LUA-4240	epsilon	3091	HIF1A	"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"	1	1	Y	-666
203342_at	Analyte 126	126	dp53	LUA-847	epsilon	10245	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	1	1	Y	-666
209367_at	Analyte 127	127	dp53	LUA-4420	epsilon	6813	STXBP2	syntaxin binding protein 2	1	1	Y	-666
202749_at	Analyte 127	127	dp52	LUA-982	epsilon	7485	WRB	tryptophan rich basic protein	1	1	Y	-666
202942_at	Analyte 128	128	dp52	LUA-3496	epsilon	2109	ETFB	"electron-transfer-flavoprotein, beta polypeptide"	1	1	Y	-666
203565_s_at	Analyte 128	128	dp53	LUA-3037	epsilon	4331	MNAT1	"menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)"	1	1	Y	-666
212765_at	Analyte 129	129	dp52	LUA-3	epsilon	23271	CAMSAP2	"calmodulin regulated spectrin-associated protein family, member 2"	1	1	Y	-666
202854_at	Analyte 129	129	dp53	LUA-1097	epsilon	3251	HPRT1	hypoxanthine phosphoribosyltransferase 1	1	1	Y	-666
202986_at	Analyte 130	130	dp52	LUA-339	epsilon	9915	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	1	1	Y	-666
209567_at	Analyte 130	130	dp53	LUA-4049	epsilon	23212	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	1	1	Y	-666
219384_s_at	Analyte 131	131	dp53	LUA-2006	epsilon	23536	ADAT1	"adenosine deaminase, tRNA-specific 1"	1	1	Y	-666
200053_at	Analyte 131	131	dp52	LUA-407	epsilon	9552	SPAG7	sperm associated antigen 7	1	1	Y	-666
212644_s_at	Analyte 132	132	dp52	LUA-856	epsilon	93487	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	1	1	Y	-666
218206_x_at	Analyte 132	132	dp53	LUA-865	epsilon	51282	SCAND1	SCAN domain containing 1	1	1	Y	-666
209215_at	Analyte 133	133	dp53	LUA-4393	epsilon	10227	MFSD10	major facilitator superfamily domain containing 10	1	1	Y	-666
202911_at	Analyte 133	133	dp52	LUA-1330	epsilon	2956	MSH6	mutS homolog 6 (E. coli)	1	1	Y	-666
209029_at	Analyte 134	134	dp53	LUA-873	epsilon	50813	COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	1	1	Y	-666
202954_at	Analyte 134	134	dp52	LUA-1176	epsilon	11065	UBE2C	ubiquitin-conjugating enzyme E2C	1	1	Y	-666
218034_at	Analyte 135	135	dp53	LUA-703	epsilon	51024	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	1	1	Y	-666
203285_s_at	Analyte 135	135	dp52	LUA-1302	epsilon	9653	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	1	1	Y	-666
218375_at	Analyte 136	136	dp53	LUA-5	epsilon	53343	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	1	1	Y	-666
212300_at	Analyte 136	136	dp52	LUA-486	epsilon	200081	TXLNA	taxilin alpha	1	1	Y	-666
200621_at	Analyte 137	137	dp53	LUA-851	epsilon	1465	CSRP1	cysteine and glycine-rich protein 1	1	1	Y	-666
200666_s_at	Analyte 137	137	dp52	LUA-862	epsilon	3337	DNAJB1	"DnaJ (Hsp40) homolog, subfamily B, member 1"	1	1	Y	-666
219051_x_at	Analyte 138	138	dp53	LUA-4021	epsilon	79006	METRN	"meteorin, glial cell differentiation regulator"	1	1	Y	-666
202633_at	Analyte 138	138	dp52	LUA-787	epsilon	11073	TOPBP1	topoisomerase (DNA) II binding protein 1	1	1	Y	-666
200045_at	Analyte 139	139	dp52	LUA-523	epsilon	23	ABCF1	"ATP-binding cassette, sub-family F (GCN20), member 1"	1	1	Y	-666
203054_s_at	Analyte 139	139	dp53	LUA-864	epsilon	6988	TCTA	T-cell leukemia translocation altered gene	1	1	Y	-666
201212_at	Analyte 140	140	dp52	LUA-3590	epsilon	5641	LGMN	legumain	1	1	Y	-666
212997_s_at	Analyte 140	140	dp53	LUA-984	epsilon	11011	TLK2	tousled-like kinase 2	1	1	Y	-666
212795_at	Analyte 141	141	dp53	LUA-853	epsilon	23325	KIAA1033	KIAA1033	1	1	Y	-666
204748_at	Analyte 141	141	dp52	LUA-3425	epsilon	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1	1	Y	-666
209015_s_at	Analyte 142	142	dp53	LUA-3067	epsilon	10049	DNAJB6	"DnaJ (Hsp40) homolog, subfamily B, member 6"	1	1	Y	-666
210145_at	Analyte 142	142	dp52	LUA-3227	epsilon	5321	PLA2G4A	"phospholipase A2, group IVA (cytosolic, calcium-dependent)"	1	1	Y	-666
200768_s_at	Analyte 143	143	dp52	LUA-3011	epsilon	4144	MAT2A	"methionine adenosyltransferase II, alpha"	1	1	Y	-666
221060_s_at	Analyte 143	143	dp53	LUA-3870	epsilon	7099	TLR4	toll-like receptor 4	1	1	Y	-666
221750_at	Analyte 144	144	dp53	LUA-3553	epsilon	3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)	1	1	Y	-666
201620_at	Analyte 144	144	dp52	LUA-383	epsilon	8720	MBTPS1	"membrane-bound transcription factor peptidase, site 1"	1	1	Y	-666
212458_at	Analyte 145	145	dp53	LUA-485	epsilon	200734	SPRED2	"sprouty-related, EVH1 domain containing 2"	1	1	Y	-666
204937_s_at	Analyte 145	145	dp52	LUA-586	epsilon	10782	ZNF274	zinc finger protein 274	1	1	Y	-666
201560_at	Analyte 146	146	dp52	LUA-4440	epsilon	25932	CLIC4	chloride intracellular channel 4	1	1	Y	-666
202889_x_at	Analyte 146	146	dp53	LUA-3327	epsilon	9053	MAP7	microtubule-associated protein 7	1	1	Y	-666
219270_at	Analyte 147	147	dp53	LUA-2031	epsilon	79094	CHAC1	"ChaC, cation transport regulator homolog 1 (E. coli)"	1	1	Y	-666
208624_s_at	Analyte 147	147	dp52	LUA-4009	epsilon	1981	EIF4G1	"eukaryotic translation initiation factor 4 gamma, 1"	1	1	Y	-666
205504_at	Analyte 148	148	dp52	LUA-3691	epsilon	695	BTK	Bruton agammaglobulinemia tyrosine kinase	1	1	Y	-666
200981_x_at	Analyte 148	148	dp53	LUA-636	epsilon	2778	GNAS	GNAS complex locus	1	1	Y	-666
201058_s_at	Analyte 149	149	dp52	LUA-3070	epsilon	10398	MYL9	"myosin, light chain 9, regulatory"	1	1	Y	-666
218104_at	Analyte 149	149	dp53	LUA-186	epsilon	54881	TEX10	testis expressed 10	1	1	Y	-666
200830_at	Analyte 150	150	dp52	LUA-3390	epsilon	5708	PSMD2	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"	1	1	Y	-666
219711_at	Analyte 150	150	dp53	LUA-3878	epsilon	54807	ZNF586	zinc finger protein 586	1	1	Y	-666
200614_at	Analyte 151	151	dp52	LUA-3922	epsilon	1213	CLTC	"clathrin, heavy chain (Hc)"	1	1	Y	-666
205039_s_at	Analyte 151	151	dp53	LUA-4329	epsilon	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	1	1	Y	-666
213419_at	Analyte 152	152	dp53	LUA-3254	epsilon	323	APBB2	"amyloid beta (A4) precursor protein-binding, family B, member 2"	1	1	Y	-666
202282_at	Analyte 152	152	dp52	LUA-661	epsilon	3028	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	1	1	Y	-666
212047_s_at	Analyte 153	153	dp53	LUA-168	epsilon	26001	RNF167	ring finger protein 167	1	1	Y	-666
204729_s_at	Analyte 153	153	dp52	LUA-766	epsilon	6804	STX1A	syntaxin 1A (brain)	1	1	Y	-666
200966_x_at	Analyte 154	154	dp52	LUA-3630	epsilon	226	ALDOA	"aldolase A, fructose-bisphosphate"	1	1	Y	-666
206070_s_at	Analyte 154	154	dp53	LUA-4017	epsilon	2042	EPHA3	EPH receptor A3	1	1	Y	-666
205026_at	Analyte 155	155	dp52	LUA-3802	epsilon	6777	STAT5B	signal transducer and activator of transcription 5B	1	1	Y	-666
211758_x_at	Analyte 155	155	dp53	LUA-793	epsilon	10190	TXNDC9	thioredoxin domain containing 9	1	1	Y	-666
203418_at	Analyte 156	156	dp52	LUA-4055	epsilon	890	CCNA2	cyclin A2	1	1	Y	-666
212399_s_at	Analyte 156	156	dp53	LUA-3231	epsilon	9686	VGLL4	vestigial like 4 (Drosophila)	1	1	Y	-666
205467_at	Analyte 157	157	dp53	LUA-3710	epsilon	843	CASP10	"caspase 10, apoptosis-related cysteine peptidase"	1	1	Y	-666
202675_at	Analyte 157	157	dp52	LUA-1105	epsilon	6390	SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	1	1	Y	-666
214447_at	Analyte 158	158	dp52	LUA-4041	epsilon	2113	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	1	1	Y	-666
221741_s_at	Analyte 158	158	dp53	LUA-1301	epsilon	54915	YTHDF1	"YTH domain family, member 1"	1	1	Y	-666
205451_at	Analyte 159	159	dp52	LUA-320	epsilon	4303	FOXO4	forkhead box O4	1	1	Y	-666
211747_s_at	Analyte 159	159	dp53	LUA-4346	epsilon	23658	LSM5	"LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)"	1	1	Y	-666
201870_at	Analyte 160	160	dp52	LUA-564	epsilon	10953	TOMM34	translocase of outer mitochondrial membrane 34	1	1	Y	-666
202778_s_at	Analyte 160	160	dp53	LUA-1104	epsilon	7750	ZMYM2	"zinc finger, MYM-type 2"	1	1	Y	-666
218743_at	Analyte 161	161	dp53	LUA-1311	epsilon	79643	CHMP6	charged multivesicular body protein 6	1	1	Y	-666
202220_at	Analyte 161	161	dp52	LUA-839	epsilon	22889	KIAA0907	KIAA0907	1	1	Y	-666
207181_s_at	Analyte 162	162	dp53	LUA-3717	epsilon	840	CASP7	"caspase 7, apoptosis-related cysteine peptidase"	1	1	Y	-666
200697_at	Analyte 162	162	dp52	LUA-3548	epsilon	3098	HK1	hexokinase 1	1	1	Y	-666
202466_at	Analyte 163	163	dp52	LUA-51	epsilon	11044	PAPD7	PAP associated domain containing 7	1	1	Y	-666
205452_at	Analyte 163	163	dp53	LUA-88	epsilon	9488	PIGB	"phosphatidylinositol glycan anchor biosynthesis, class B"	1	1	Y	-666
210416_s_at	Analyte 164	164	dp53	LUA-3033	epsilon	11200	CHEK2	CHK2 checkpoint homolog (S. pombe)	1	1	Y	-666
202185_at	Analyte 164	164	dp52	LUA-4015	epsilon	8985	PLOD3	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"	1	1	Y	-666
204617_s_at	Analyte 165	165	dp53	LUA-1331	epsilon	65057	ACD	adrenocortical dysplasia homolog (mouse)	1	1	Y	-666
202125_s_at	Analyte 165	165	dp52	LUA-1114	epsilon	66008	TRAK2	"trafficking protein, kinesin binding 2"	1	1	Y	-666
212894_at	Analyte 166	166	dp53	LUA-71	epsilon	6832	SUPV3L1	"suppressor of var1, 3-like 1 (S. cerevisiae)"	1	1	Y	-666
202550_s_at	Analyte 166	166	dp52	LUA-573	epsilon	9217	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C	1	1	Y	-666
212485_at	Analyte 167	167	dp53	LUA-758	epsilon	23131	GPATCH8	G patch domain containing 8	1	1	Y	-666
200807_s_at	Analyte 167	167	dp52	LUA-4281	epsilon	3329	HSPD1	heat shock 60kDa protein 1 (chaperonin)	1	1	Y	-666
203755_at	Analyte 168	168	dp52	LUA-1013	epsilon	701	BUB1B	budding uninhibited by benzimidazoles 1 homolog beta (yeast)	1	1	Y	-666
207334_s_at	Analyte 168	168	dp53	LUA-3850	epsilon	7048	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"	1	1	Y	-666
203931_s_at	Analyte 169	169	dp52	LUA-37	epsilon	6182	MRPL12	mitochondrial ribosomal protein L12	1	1	Y	-666
218902_at	Analyte 169	169	dp53	LUA-3117	epsilon	4851	NOTCH1	notch 1	1	1	Y	-666
201695_s_at	Analyte 170	170	dp52	LUA-1166	epsilon	4860	PNP	purine nucleoside phosphorylase	1	1	Y	-666
201469_s_at	Analyte 170	170	dp53	LUA-3557	epsilon	6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	1	1	Y	-666
221482_s_at	Analyte 171	171	dp53	LUA-4296	epsilon	10776	ARPP19	"cAMP-regulated phosphoprotein, 19kDa"	1	1	Y	-666
204039_at	Analyte 171	171	dp52	LUA-3901	epsilon	1050	CEBPA	"CCAAT/enhancer binding protein (C/EBP), alpha"	1	1	Y	-666
201052_s_at	Analyte 172	172	dp52	LUA-3419	epsilon	9491	PSMF1	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"	1	1	Y	-666
34408_at	Analyte 172	172	dp53	LUA-734	epsilon	6253	RTN2	reticulon 2	1	1	Y	-666
89476_r_at	Analyte 173	173	dp53	LUA-276	epsilon	79716	NPEPL1	aminopeptidase-like 1	1	1	Y	-666
202413_s_at	Analyte 173	173	dp52	LUA-1156	epsilon	7398	USP1	ubiquitin specific peptidase 1	1	1	Y	-666
201528_at	Analyte 174	174	dp52	LUA-798	epsilon	6117	RPA1	"replication protein A1, 70kDa"	1	1	Y	-666
221562_s_at	Analyte 174	174	dp53	LUA-3569	epsilon	23410	SIRT3	sirtuin 3	1	1	Y	-666
217906_at	Analyte 175	175	dp52	LUA-1015	epsilon	23588	KLHDC2	kelch domain containing 2	1	1	Y	-666
215884_s_at	Analyte 175	175	dp53	LUA-619	epsilon	29978	UBQLN2	ubiquilin 2	1	1	Y	-666
203301_s_at	Analyte 176	176	dp53	LUA-1172	epsilon	9988	DMTF1	cyclin D binding myb-like transcription factor 1	1	1	Y	-666
201819_at	Analyte 176	176	dp52	LUA-167	epsilon	949	SCARB1	"scavenger receptor class B, member 1"	1	1	Y	-666
204809_at	Analyte 177	177	dp53	LUA-1173	epsilon	10845	CLPX	ClpX caseinolytic peptidase X homolog (E. coli)	1	1	Y	-666
210986_s_at	Analyte 177	177	dp52	LUA-3832	epsilon	7168	TPM1	tropomyosin 1 (alpha)	1	1	Y	-666
201078_at	Analyte 178	178	dp52	LUA-808	epsilon	9375	TM9SF2	transmembrane 9 superfamily member 2	1	1	Y	-666
218794_s_at	Analyte 178	178	dp53	LUA-95	epsilon	54957	TXNL4B	thioredoxin-like 4B	1	1	Y	-666
203952_at	Analyte 179	179	dp52	LUA-3662	epsilon	22926	ATF6	activating transcription factor 6	1	1	Y	-666
219127_at	Analyte 179	179	dp53	LUA-671	epsilon	79170	PRR15L	proline rich 15-like	1	1	Y	-666
202900_s_at	Analyte 180	180	dp52	LUA-4321	epsilon	4927	NUP88	nucleoporin 88kDa	1	1	Y	-666
204542_at	Analyte 180	180	dp53	LUA-933	epsilon	10610	ST6GALNAC2	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"	1	1	Y	-666
208847_s_at	Analyte 181	181	dp53	LUA-3350	epsilon	128	ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide"	1	1	Y	-666
206109_at	Analyte 181	181	dp52	LUA-1127	epsilon	2523	FUT1	"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)"	1	1	Y	-666
218193_s_at	Analyte 182	182	dp53	LUA-4494	epsilon	51026	GOLT1B	golgi transport 1B	1	1	Y	-666
209586_s_at	Analyte 182	182	dp52	LUA-978	epsilon	58497	PRUNE	prune homolog (Drosophila)	1	1	Y	-666
204788_s_at	Analyte 183	183	dp53	LUA-1026	epsilon	5498	PPOX	protoporphyrinogen oxidase	1	1	Y	-666
201260_s_at	Analyte 183	183	dp52	LUA-1249	epsilon	6856	SYPL1	synaptophysin-like 1	1	1	Y	-666
221732_at	Analyte 184	184	dp53	LUA-693	epsilon	124583	CANT1	calcium activated nucleotidase 1	1	1	Y	-666
212557_at	Analyte 184	184	dp52	LUA-74	epsilon	26036	ZNF451	zinc finger protein 451	1	1	Y	-666
217080_s_at	Analyte 185	185	dp53	LUA-738	epsilon	9455	HOMER2	homer homolog 2 (Drosophila)	1	1	Y	-666
202100_at	Analyte 185	185	dp52	LUA-3458	epsilon	5899	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	1	1	Y	-666
205172_x_at	Analyte 186	186	dp53	LUA-4509	epsilon	1212	CLTB	"clathrin, light chain B"	1	1	Y	-666
203659_s_at	Analyte 186	186	dp52	LUA-811	epsilon	10206	TRIM13	tripartite motif containing 13	1	1	Y	-666
201178_at	Analyte 187	187	dp52	LUA-1098	epsilon	25793	FBXO7	F-box protein 7	1	1	Y	-666
205450_at	Analyte 187	187	dp53	LUA-349	epsilon	5255	PHKA1	"phosphorylase kinase, alpha 1 (muscle)"	1	1	Y	-666
208905_at	Analyte 188	188	dp53	LUA-3951	epsilon	54205	CYCS	"cytochrome c, somatic"	1	1	Y	-666
37152_at	Analyte 188	188	dp52	LUA-3264	epsilon	5467	PPARD	peroxisome proliferator-activated receptor delta	1	1	Y	-666
204143_s_at	Analyte 189	189	dp52	LUA-3273	epsilon	55556	ENOSF1	enolase superfamily member 1	1	1	Y	-666
206571_s_at	Analyte 189	189	dp53	LUA-4217	epsilon	9448	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	1	1	Y	-666
203117_s_at	Analyte 190	190	dp53	LUA-195	epsilon	9924	PAN2	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	1	1	Y	-666
208992_s_at	Analyte 190	190	dp52	LUA-3799	epsilon	6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	1	1	Y	-666
202726_at	Analyte 191	191	dp52	LUA-1279	epsilon	3978	LIG1	"ligase I, DNA, ATP-dependent"	1	1	Y	-666
204517_at	Analyte 191	191	dp53	LUA-4354	epsilon	5480	PPIC	peptidylprolyl isomerase C (cyclophilin C)	1	1	Y	-666
208708_x_at	Analyte 192	192	dp53	LUA-3268	epsilon	1983	EIF5	eukaryotic translation initiation factor 5	1	1	Y	-666
204000_at	Analyte 192	192	dp52	LUA-1290	epsilon	10681	GNB5	"guanine nucleotide binding protein (G protein), beta 5"	1	1	Y	-666
209576_at	Analyte 193	193	dp53	LUA-4185	epsilon	2770	GNAI1	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"	1	1	Y	-666
201626_at	Analyte 193	193	dp52	LUA-1335	epsilon	3638	INSIG1	insulin induced gene 1	1	1	Y	-666
218457_s_at	Analyte 194	194	dp52	LUA-3968	epsilon	1788	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1	1	Y	-666
217758_s_at	Analyte 194	194	dp53	LUA-796	epsilon	56889	TM9SF3	transmembrane 9 superfamily member 3	1	1	Y	-666
203119_at	Analyte 195	195	dp53	LUA-1352	epsilon	79080	CCDC86	coiled-coil domain containing 86	1	1	Y	-666
202708_s_at	Analyte 195	195	dp52	LUA-258	epsilon	8349	HIST2H2BE	"histone cluster 2, H2be"	1	1	Y	-666
203186_s_at	Analyte 196	196	dp52	LUA-4199	epsilon	6275	S100A4	S100 calcium binding protein A4	1	1	Y	-666
204587_at	Analyte 196	196	dp53	LUA-768	epsilon	9016	SLC25A14	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	1	1	Y	-666
200915_x_at	Analyte 197	197	dp52	LUA-1277	epsilon	3895	KTN1	kinectin 1 (kinesin receptor)	1	1	Y	-666
336_at	Analyte 197	197	dp53	LUA-3809	epsilon	6915	TBXA2R	thromboxane A2 receptor	1	1	Y	-666
202117_at	Analyte 198	198	dp52	LUA-1054	epsilon	392	ARHGAP1	Rho GTPase activating protein 1	1	1	Y	-666
219208_at	Analyte 198	198	dp53	LUA-4058	epsilon	80204	FBXO11	F-box protein 11	1	1	Y	-666
217168_s_at	Analyte 199	199	dp53	LUA-1247	epsilon	9709	HERPUD1	"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"	1	1	Y	-666
206723_s_at	Analyte 199	199	dp52	LUA-3597	epsilon	9170	LPAR2	lysophosphatidic acid receptor 2	1	1	Y	-666
201913_s_at	Analyte 200	200	dp52	LUA-3036	epsilon	80347	COASY	CoA synthase	1	1	Y	-666
210115_at	Analyte 200	200	dp53	LUA-4343	epsilon	116832	RPL39L	ribosomal protein L39-like	1	1	Y	-666
205750_at	Analyte 201	201	dp53	LUA-50	epsilon	670	BPHL	biphenyl hydrolase-like (serine hydrolase)	1	1	Y	-666
202677_at	Analyte 201	201	dp52	LUA-3471	epsilon	5921	RASA1	RAS p21 protein activator (GTPase activating protein) 1	1	1	Y	-666
201855_s_at	Analyte 202	202	dp52	LUA-4023	epsilon	23300	ATMIN	ATM interactor	1	1	Y	-666
202788_at	Analyte 202	202	dp53	LUA-1155	epsilon	7867	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	1	1	Y	-666
202763_at	Analyte 203	203	dp52	LUA-1001	epsilon	836	CASP3	"caspase 3, apoptosis-related cysteine peptidase"	1	1	Y	-666
209179_s_at	Analyte 203	203	dp53	LUA-344	epsilon	79143	MBOAT7	membrane bound O-acyltransferase domain containing 7	1	1	Y	-666
218961_s_at	Analyte 204	204	dp53	LUA-830	epsilon	11284	PNKP	polynucleotide kinase 3'-phosphatase	1	1	Y	-666
201762_s_at	Analyte 204	204	dp52	LUA-3406	epsilon	5721	PSME2	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"	1	1	Y	-666
201591_s_at	Analyte 205	205	dp52	LUA-1360	epsilon	11188	NISCH	nischarin	1	1	Y	-666
206770_s_at	Analyte 205	205	dp53	LUA-4085	epsilon	23443	SLC35A3	"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3"	1	1	Y	-666
206688_s_at	Analyte 206	206	dp52	LUA-868	epsilon	10898	CPSF4	"cleavage and polyadenylation specific factor 4, 30kDa"	1	1	Y	-666
208190_s_at	Analyte 206	206	dp53	LUA-78	epsilon	51599	LSR	lipolysis stimulated lipoprotein receptor	1	1	Y	-666
201098_at	Analyte 207	207	dp52	LUA-740	epsilon	9276	COPB2	"coatomer protein complex, subunit beta 2 (beta prime)"	1	1	Y	-666
207968_s_at	Analyte 207	207	dp53	LUA-3019	epsilon	4208	MEF2C	myocyte enhancer factor 2C	1	1	Y	-666
203725_at	Analyte 208	208	dp52	LUA-196	epsilon	1647	GADD45A	"growth arrest and DNA-damage-inducible, alpha"	1	1	Y	-666
202040_s_at	Analyte 208	208	dp53	LUA-893	epsilon	5927	KDM5A	lysine (K)-specific demethylase 5A	1	1	Y	-666
221856_s_at	Analyte 209	209	dp53	LUA-748	epsilon	55793	FAM63A	"family with sequence similarity 63, member A"	1	1	Y	-666
200071_at	Analyte 209	209	dp52	LUA-1046	epsilon	10285	SMNDC1	survival motor neuron domain containing 1	1	1	Y	-666
201270_x_at	Analyte 210	210	dp52	LUA-1084	epsilon	23386	NUDCD3	NudC domain containing 3	1	1	Y	-666
203582_s_at	Analyte 210	210	dp53	LUA-4489	epsilon	5867	RAB4A	"RAB4A, member RAS oncogene family"	1	1	Y	-666
203639_s_at	Analyte 211	211	dp52	LUA-4115	epsilon	2263	FGFR2	fibroblast growth factor receptor 2	1	1	Y	-666
209100_at	Analyte 211	211	dp53	LUA-688	epsilon	7866	IFRD2	interferon-related developmental regulator 2	1	1	Y	-666
217867_x_at	Analyte 212	212	dp53	LUA-4391	epsilon	25825	BACE2	beta-site APP-cleaving enzyme 2	1	1	Y	-666
202540_s_at	Analyte 212	212	dp52	LUA-3094	epsilon	3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1	1	Y	-666
